name	mz	rt	D121	A122	A125	A126	A127	A128	B131	B132	B133	B134	B135	B136	C138	C139	C140	C157	C158	C159	C160	D202	D203	D205	A206	D207	D208	E211	E213	E214	E215	E216	H234	H235	H236	H237	H238	H239	H240
M253T85	253.1288587	85.147986			164902.7075	245793.9063	346909.4543	220015.503	248762.2905	143116.8556	230334.4522	288646.4498	145486.4742	437991.5739	121829.688	373019.7968		113982.6011	241893.5267	38921.22178	282123.8275	124613.6237	96085.85287		89032.47032	255063.4197	106131.6286	314269.3047	75650.2865	267648.1857	212724.2666	109761.1911	23868.84372		187725.3025	325400.1279	299008.8257		
M253T269	253.1441268	268.815786	3078543.285	4364480.476	2571887.715	5348889.16	8713038.164	4777453.501	6539292.86	13326596.2		3219389.87	3107668.202		3301989.053	119926.1726	2871119.959	2603957.119	6490351.731		8009482.531		2699723.918	2035979.118	3494754.247	8026261.257	3146231.719	3259534.035	1374846.267	3647561.651		4661891.135	2718492.058	4495141.006			7882624.736	2007723.072	628698.9191
M254T58	254.0705111	57.9542637		110774.1672	969007.5519	1703373.357	942744.7989		675867.6163		1725025.158	2209387.449	380500.8474	2496599.509		2297830.373	606769.5569	297836.0527	753617.5229	394768.884	1429473.875	320879.6243	983225.668		407235.9288	2461658.894	1455433.199	1246325.323	45909.58486	3416179.147	374218.1681	263586.7767	868031.6083	775444.2043		3501596.63	3360136.956	249401.0134	
M255T45	254.8275414	44.8994469	197134.7577	418527.5567	253793.8671	904732.4866	397537.6772	268170.7039	874638.1862		420688.7112	552003.1698	197187.0735	109092.9354	173789.3848	193339.058		254546.7327	843473.0834	312201.181	329140.6113	863040.5844	271189.7315	278783.7672	508483.51		228360.6181		406723.0771	106055.5877	435553.4313	215280.1721	261803.1762		101099.1572	579324.4813			124439.0084
M255T323	255.0769418	322.575105		42094.03148	105991.5735	255701.7215	166198.4595	25839.28906	359950.4748	171564.7568	120530.0302	85064.40409	72687.77437	148510.1281	218475.3682	173242.0148	540712.1603	75104.53066	342089.2937	15188.21813	604918.2752	81526.85953	96103.77507	47524.12578	81504.02451		44960.7041		20701.03662			64901.19152	22666.60822	48351.68264	17019.21162	280735.4392		24070.15989	
M255T259_3	255.1059683	259.188978	1777202.71	3083743.044		1265587.135		1900799.286	4356354.677	1571209.6	3218320.837	3123408.775	902416.1914		1094294.243	2054113.05	994341.2328		1971202.762		1359722.141	1094060.854	815565.2627	1029615.965		2611875.576	1693473.52	5485403.019	514621.175	3661311.42	1288327.968		922578.6672	5030975.83	1451657.191	3283212.525	4578622.168	837662.4789	360698.9666
M255T94	255.1151074	93.786054	27429.88314	72923.62291	58279.67921	74111.4384	252973.013	34143.58473	293356.9463	153168.6908	119171.4978	126765.2004	68071.05795	379469.0673	133282.7129	345540.7615	75409.83445	10284.79419	256784.5552		312467.045	30304.83705	52844.38689		223800.4786	641801.0075		138846.9686		48297.25605	177621.8316	180721.702	65762.55423	20401.74311		217100.0401	276065.6556		
M256T244	256.1015184	244.357668	310126.7706	743896.6753	308567.6853			545231.1626	715861.3811	793215.2919	241258.0752	408529.1078	179501.4366	486672.3881	515498.3249	235012.8816	214055.2502		741924.4851	93895.15923	562124.6715	277688.9554	321194.3054	67928.80612			291500.1459	295435.9626	159224.3133	482318.1742	645584.9323		458646.113	447342.0169	136863.9722	391761.1516	133798.9454	88593.78791	
M257T313	257.2269774	312.523185	422797.9848	75414.60466	15372.58953	1753347.44	1141037.341	324135.3094		58759.01155	427174.8115	497913.6314	105137.1795	2084866.612	44928.60007	126651.7118		420921.9349		144692.6167	299811.0757		46371.24777	101757.753				114279.3363	114396.8141	778653.9453	270912.3301	427625.7862	120972.5818	132988.5498	91897.25088	771306.319	294877.9984	104080.119	82677.65228
M258T207	257.985026	206.637969	44884.36702		48893.49208	122798.6083	56700.59871	95331.79415	64529.55649	33407.05013	10076.92586	200333.8075	47881.57054	99861.99884	104281.3945	183161.0655	293832.9813	12153.08365	78070.65125	33170.15615		81333.64983	63199.78142	63098.84355	85766.32937			31987.94392	46141.85641	136897.1688	169305.9807	69014.93029	68737.89014		51000.2046		54180.01321	64404.41282	
M258T169	258.0073207	169.48524	334237.3564	391982.6565	204663.7916	480924.7824	714366.9406		522020.9771	719735.0865	597403.5082	383743.0873	104219.5201	438249.5877	175514.6118	744155.8331	130780.9954		479680.4352		497823.0749	384299.2835	281924.3409	154169.0778	500097.8837	422689.4771		607878.617		191746.0129	305664.1766	349743.9597	956078.2004	719838.4248	442899.1299	415854.5006	828066.0619		
M259T253_3	259.1658996	252.600447	937441.851	1618375.278	726215.6267	1906075.82	1808989.76	1356048.784	1873613.451	2330615.845	821062.0843	1883900.743	868304.9915	2389694.911	939242.5274	1746134.232	1136996.631	397945.4337	1837553.856			689731.1367	632985.5084	1085338.8	2160293.29	3778585.455	465583.3822	1144183.29		1044388.297	1891972.84	1256430.742				1492590.206	1295657.736		40556.22015
M260T106	260.1611441	106.265871			783727.6352		856917.1982	464228.1369	836256.7861		537153.1	1512541.228	492676.5829	662813.7278	842512.0854	1192110.48		1148046.816	1223568.25	1236800.423	1105203.553	400506.5068	343393.5058	619087.584		2615681.325	754304.3229	1843255.142	220018.1151	1841693.417	682146.9557	669349.0667		3221988.638	329929.0873	1644218.927	1425009.642	401494.0296	112038.8045
M261T79	261.0401126	79.028865	132708.1748	32295.44754	79779.53615			129976.5098	326465.2924	240302.2177	142659.821		53176.49147	187340.9814	58469.76134	52918.69831	19465.77022	40582.50946	45194.65543	22723.20863	48182.99426	111061.3914	119253.0216		157343.5563	44937.63614	34458.57111	306679.9695	24063.54482	140059.1174	38215.34414		77174.8849	82180.41223	164010.3			70148.18104	30241.50646
M261T220	261.0547306	220.405236	15737.39002	23564.06178	12523.28121	73156.07736	47234.30562	23135.93874	92934.53108	156398.7425	53802.56773	58730.09901	15592.53703	85509.98005	31409.36358	77747.193	42387.9084		39786.25734		25315.65249	68776.43902	41594.3309	11508.56443	54457.83662	76429.25514				39047.52068	31846.24604	50366.79577	101468.554	68649.71294	41523.62815		356270.2329	13552.43568	
M261T118	261.145108	118.214916		457035.1787	216184.0863		1275129.238	437467.3405	746042.0162		721455.9909	704733.7556	190958.3576	1099242.493	257830.0163	764771.9606		272709.0698	868256.8124	144065.2979	953265.9137	228224.657		117358.3326	375272.0806	1261749.639	219725.4868	670989.6741	68570.21309	757976.3695		410853.4231	470326.2124	734476.905	229252.4427	954757.6233	1018857.129	108020.2166	
M262T416	262.1299639	415.86018		57713.76903	50764.93113	21990.81553	107362.6988	45695.20277	146104.1221		214626.231	102264.1993	37980.99318		38852.47083	100808.0721		15667.1981	100553.557	83973.35629	33327.07929	597328.1216	65512.92546	102881.9874	172108.1587	165787.7803	242824.1681	24347.32096	17534.49793	39366.15625	151991.1767	53788.1889		91491.02374	35972.48024	54844.4179		28089.51168	
M263T295	263.0897022	294.962316	1212960.061	1964779.074	995109.2522	1250325.165	3054723.093	1215425.406	1237958.705	1586427.781	1659316.541	1124229.93	1097573.972	2430246.216	879052.7662	1551051.656		878656.2017	1854693.389		2007833.855				1236615.929	1860052.697	1338434.376	3023639.572	925109.4938	2261102.469	1799914.824	2497396.509	1366876.588	2290731.155	1064294.105	1883620.216	1309401.28		
M263T261	263.1146612	260.96046		146845.6298	155514.83	239568.2554	375694.4221	246192.2124	428659.8474	259893.3672	383560.9218	242813.8377	181209.4591	546365.0163	189234.7693	411815.197	124533.6999	170236.8499	256796.2084		416919.8074	171440.7549	81291.44216	92628.32317	145777.3569	452837.1201	208995.6639	269233.1149		181805.2926	201303.3624	160526.1806			144004.7236	364852.901		75689.17594	
M265T112	265.1553443	111.909675		27183.848	40326.48091		52803.30937	26645.36703	105840.761	124795.991	20737.46778	38644.04076	27404.73581	56598.64861	28635.39676	80538.50859	88950.56368		52237.78272	15887.55345		28295.11156	13624.8524	13216.24708	75898.03436		11139.67309	54730.53603		44759.07169	42719.67007	50492.26616	76050.80791	66206.90626	9890.876171	144087.9279	115061.6601	23376.76489	
M265T324	265.1635726	324.344892	29927.36177	66248.92667	176039.1449	274828.3111	136796.9907	58063.94371	151887.9007	164319.6884	55945.07333	71434.38287			101446.2289	141080.5755	148409.9428		438327.8809	64837.38225	110142.3644	398189.7936	47589.65203	539024.6896	78401.4015	253477.3894	83482.37596		83328.75582	194342.5109	323451.8538	87270.95473	277221.1289	93491.76134		75490.74555		37296.08684	
M266T266	266.066661	265.751904	259456.2941	260661.1949		405956.4742	953243.8714	572526.9687	734600.5607	789536.5671	602282.7507		259157.3393	954740.6155				243752.8868	408881.9688	207020.1817	867319.6608	252653.2999	283527.7573		277398.7903	757775.4835	361323.8838	690031.3359		727207.6254	613926.3216	422863.9384	364772.6413	579370.2074	335621.8653	885837.9822	612357.3983	107978.611	47514.17072
M266T271	266.1229728	271.445046	3318124.659	88858.67287	709136.2815	5646870.87	5770566.828	2308174.362	387025.543	126966.5281	1722613.64	1453626.22	533206.1162	11233820.42		153398.508		2569651.167	2409642.684	1246829.828	1190325.125			685039.958		4698941.048	649074.3634	90665.44167	815266.7464	4534615.967	312295.4875	3825335.07	191186.0285			8962753.199	989674.5244	1521922.472	1066827.99
M266T264	266.1602409	263.924049	837175.9195				1597920.735	896701.2311	1393507.93	633947.6777		1313001.16	372874.7128	655178.3648	616081.525	396842.5743		901214.1763	828154.1057	849242.2749	1421655.658	732385.614		263711.538	592427.1689	1532773.504	1195331.905	967665.1529	405717.8983	696804.2372	644212.5767	987677.2386	1629086.857	2940081.323		2577761.356	2604012.804	247691.6285	312317.1693
M266T248	266.1757756	247.635774	61104.78069	179237.24	147028.4799		507318.9514	253460.7961	369715.6191	241247.8135	300859.9361	235887.44		270688.5056	308945.146	360638.0061	276237.9516			135426.6992	257184.1473			117221.7629	216572.4182		123183.2653	468015.9941	94739.45779	704607.3187	353480.0356	316726.8391	257698.4058	398260.7661	209331.8743	554821.953	294045.9083	112211.7531	32303.66332
M267T329	267.1134774	329.344662	15393.38599	23022.62733	21593.53855		108692.441	30160.81593		64210.55547	64673.98301	37972.4758	20348.34406	140887.6425	21141.53353	77788.51869	17462.65478	21535.72645		10562.21428	97119.19194	43495.38938	24831.35374		41705.16919	117299.3654	34983.38804	29730.66329		87229.29964	69368.17513	43739.01391	49741.48322	31159.92462	49052.33814	95387.61968		7423.192185	
M267T94	267.1202438	94.221171	245846.4711	391007.5379		292840.4106	373463.7541		375683.8504		645458.5668	429627.4129	142560.2414	244462.4345	266911.3579	150255.0026	294042.5189		413656.7881	161308.0836	276980.8509	214452.6014	277936.7619	242583.9099	338776.8014	634985.9302	299421.1532	452838.019	107930.7936	255965.842	216354.57	234633.35		514634.498	130192.285	320379.8595		152829.2814	
M267T263	267.1208523	262.936992		8472976.144	8489747.458	6919386.438		11634138.6		8970998.359	7111619.727	8101717.133	8267834.563			7574233.825	9564704.826	5176573.819	6471850.5	5903157.695		8880840.069	6769189.997	16683589.32	10632103.32	8318100.541	6461746.013	8992790.154	6152420.747	7167303.932	9946677.538	9203048.212		7517962.142	7889114.27	7978607.909	5248369.676	6699046.518	3140682.141
M267T447_1	267.1726696	447.226194			749873.9432	666787.8581	720221.9818		666357.5501		714075.1037	752150.3312	763476.054	718835.0062	720062.9304	679070.1756	670473.597	743211.9762		776242.8018	715611.4658	778851.946	682590.5634	801647.5473	772409.682	750350.0729		698955.2312	663644.8515	665852.7561	660742.2832		618447.3946	791774.4331	719422.188	671807.7721	681560.9706	739494.4634	786458.2041
M268T281_1	268.0571762	280.933518		235042.9807	213471.9851	603110.7661	713858.8063	397780.2553	399077.3862	719747.4566	391020.3882	120536.3861	79801.53199	314773.5977	180000.2978	456710.1438	130014.4378		377447.031	86037.42271	256577.4347	189462.6565	101480.3795	180316.6779	278742.7828	250549.2218	140068.6759				180353.7176		226400.4008	474024.6267	143728.5799	156949.0182	410309.8501	44185.85206	
M268T294	268.2124228	294.44289	161187.7	98603.54572	118243.1816	156817.1678				67515.47216	105354.4451	84215.20471	115921.3328	104686.9429	123799.9363	110155.7882	169598.1484	140132.9848	57020.26892	168969.7721		61966.74839	97026.14573	124991.1316	116558.9925		101842.6795	119957.3787	132329.061	55874.42302	130261.4667	115569.4367		124424.6152	100519.5437	45584.066		161691.9413	180460.9712
M268T284	268.2277104	284.055978	35630.15694	84665.80506	55147.96966	161800.2216	354998.7296			165725.3024	375630.9773		75863.76236	763301.1416		307423.8606	45341.34887		208667.5104		171667.7278	36651.79099	52636.16601		54169.3924	430546.7696	148481.1098	277455.25	29557.70635	174581.3381	244927.5309	110067.9433	131004.3546	193364.2678	112234.4749	849895.3941	129385.8597	105161.212	51334.01742
M269T60	269.0810121	60.418308	122982.5699	1284442.997	1393867.57	3087445.643	1129767.612	823058.3913	1494580.665	897501.3221	620571.4327	1967295.753		478567.4635	1525712.244	1337904.462	1086902.131		4171884.042	347549.7652		1762973.627		2087860.173	877668.4542	5380676.556	517653.5334	235930.9365	783121.6647	1595518.914	2721126.499	470943.5451	431061.4126	80336.27207	102157.2494			95160.74024	
M269T255	269.1370076	254.826714	11042906.74			12892125.44	26833647.1	5714793.974	8992432.437		8521762.115	7687873.762		11255278.44	5715425.367	13087030.17	6422809.331	4011842.461		6675386.079	8371905.173	8641122.474	5885401.525	7528044.095	10235616.63		5219543.217		5389964.555	7652975.381	7498984.477	7949884.078	6071723.665	7710512.508	7184164.027	8320417.744	11631513.85	4765607.966	3163713.945
M269T287_2	269.1754629	287.261442	1393961.46	2084957.916	2156336.129	5183562.098		2454167.95	5248709.814	3347260.989		2759971.384	1288111.405		2384940.496	5051166.905	2533833.621	1186890.571	5538688.106	1322934.725	3773788.022	3729238.194	1893630.856	2259910.913	2875253.434	4709932.629	2043635.88		1045953.367		4187902.502		5681054.425	4130587.931	2218536.622	3980065.851	7168837.688	907968.0099	
M269T306	269.2118269	306.30702	603339.2789	704225.7893	719872.94	723887.5597	1814378.523	715889.0894		970474.8367		631022.7404	313185.8462	1723600.633	599439.4593	783915.2732	860795.4251	375831.511	906471.8979		1960014.421	615577.3479		223318.6915	1005654.045	3415074.618	474805.1551	520106.6751			2100623.049		1176717.63	808911.4382	772441.103	2554095.446	1166763.861	258823.7238	121967.1771
M270T74	270.1535845	73.550664	84293.61525	177192.9691		223680.5083	600701.1217		291385.1965	275736.0969	234010.0005	248997.9856	39812.69523	334483.1083			94421.02233	115680.5251		116672.6534	347119.3008	99342.57508	100538.7346	21357.14337	217794.8658	360440.7787	145688.576	342793.9604	109325.0792	464648.2894	296746.8822	279598.0507		271802.4315	113455.5702	441520.8785	551333.3901		29545.31888
M270T314	270.1706434	314.403693	1326541.252	1320876.29		4316565.306	5050959.394		5139917.897	4854792.291	2083078.844	3561944.683	1085942.238	7470783.479	1640280.862	4664638.53	1022474.371	956206.7441	3388714.482	433600.129	2760754.2	1473445.161	830988.4183	1683092.287	1387013.576	3599988.081	980333.1462		622622.5195	3870952.035		1525049.85	1912438.498	5949655.128		3348567.569	1754709.447		
M271T42	270.9548453	42.2892978	119555.6888	84999.60548		230116.0602	202297.6116	70212.34804	171897.5403	262262.7721	117447.6225	179491.2886	65996.36901	149070.286	58993.88186	177164.9287	236648.8113	83836.41174	127824.8113				108585.4053	304144.7915	99941.58927	90952.52741		135300.9333	61496.93894	118627.0357	239487.993	118304.76	27644.4003	113012.0027	234446.3676		31841.31899		185631.6382
M271T85	271.0795638	84.619494		205404.5903	192093.1111	242766.5447	332722.0727	224139.2308	161257.2771	162061.7186	320869.1312	96586.19289	141067.9029	122895.2692		253711.1701	45533.53523	103895.5985	304183.8114	80075.05758	279096.9112	179990.7481	81989.31119	38380.13111	160238.2442	257363.8205	157552.3449	488785.6415	29862.04518	148205.2757	122032.9627	212483.5446		30475.36595				46566.97661	
M272T54_1	272.0368603	54.4521753	449923.2972	655140.6375	307078.3354	93722.97425		218469.069		135556.0364	194666.927	310048.0438	409707.5768		384070.2165	236678.5081	172614.5573	655150.9118	301850.0665	149207.6325	604402.479	124537.9029	321251.7865	207166.6183	293673.8069		214202.5786		529628.0216		409105.9612	784323.5171	950550.8106		287602.4128	309778.8768	252928.5221	109024.6676	100014.2661
M272T270_2	272.1693794	270.370182	301789.2887	227197.0012	100404.0457	439328.9629	428979.7609	150857.0847	319785.2469	474913.2705	72114.19885	156726.5013	134929.2626	417822.8359	134237.4024	614354.8154		215826.8635	214637.8112	64893.62412				136209.9648	339196.4263	407260.1597		193306.6117	92072.96372		373242.2926	466752.4771	587239.8658	398003.266	176187.2469	401146.29	420050.7129	27776.20381	
M273T91	273.0973284	91.390836	131564.4286	136027.2605			276293.2207		233635.1399	212633.9275		181029.132	90636.07756	379787.5078		267999.0845	45545.36963	48746.43597	187658.7814	39874.284	266849.1468	62071.36752	46477.08768	20416.9567	163292.8191	324026.5184	23667.27973	180764.3695	22955.22994	145352.6035	202550.6308	138773.8331	306911.563	177374.8705		243808.2003	365562.2707		11201.806
